epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,285.388,1.50866,0.90181,0.98698,0.88487,0.85956,0.91425,0.58659,1.52061,0.86237,0.98454,0.000179559,0.000179559,0.000179559
72,289.171,1.49277,0.87371,0.96855,0.93314,0.81827,0.90498,0.58749,1.54628,0.86766,0.98672,0.000169109,0.000169109,0.000169109
73,292.902,1.48955,0.88284,0.97113,0.93457,0.8387,0.90831,0.59685,1.51054,0.85701,0.97926,0.000158912,0.000158912,0.000158912
74,296.745,1.54492,0.90211,0.97365,0.92813,0.82438,0.90906,0.59212,1.58324,0.88202,0.99448,0.000148975,0.000148975,0.000148975
75,300.506,1.51365,0.87807,0.97437,0.9044,0.85627,0.91385,0.59908,1.50668,0.86596,0.98027,0.000139311,0.000139311,0.000139311
76,304.337,1.5156,0.88153,0.96616,0.94267,0.83713,0.91294,0.59224,1.53571,0.88425,0.98563,0.000129927,0.000129927,0.000129927
77,308.112,1.55199,0.9095,0.97448,0.94187,0.81298,0.91314,0.59277,1.53356,0.86528,0.98254,0.000120833,0.000120833,0.000120833
78,311.853,1.4578,0.86272,0.97092,0.9277,0.82998,0.91517,0.60657,1.49871,0.85453,0.97441,0.000112039,0.000112039,0.000112039
79,315.673,1.44084,0.8445,0.96972,0.93011,0.84021,0.91568,0.61104,1.50498,0.84743,0.97729,0.000103553,0.000103553,0.000103553
80,319.482,1.43139,0.82664,0.94041,0.93298,0.8617,0.91435,0.62304,1.51892,0.86492,0.98046,9.53829e-05,9.53829e-05,9.53829e-05
81,323.351,1.41731,0.82404,0.94866,0.93478,0.85832,0.91191,0.61408,1.52883,0.86521,0.97951,8.75372e-05,8.75372e-05,8.75372e-05
82,327.176,1.46482,0.84074,0.96296,0.9267,0.84913,0.91125,0.6216,1.50679,0.84801,0.9757,8.00236e-05,8.00236e-05,8.00236e-05
83,330.986,1.45668,0.85628,0.9607,0.93243,0.82967,0.91067,0.61753,1.52291,0.84864,0.97963,7.28496e-05,7.28496e-05,7.28496e-05
84,334.849,1.41926,0.85727,0.94997,0.91505,0.84709,0.91169,0.61244,1.50494,0.84158,0.97696,6.60221e-05,6.60221e-05,6.60221e-05
85,338.647,1.43295,0.83616,0.95839,0.92027,0.83969,0.91242,0.60883,1.4856,0.83176,0.97404,5.9548e-05,5.9548e-05,5.9548e-05
86,342.473,1.41711,0.82388,0.96177,0.91077,0.85318,0.91699,0.60445,1.48267,0.82651,0.97284,5.34336e-05,5.34336e-05,5.34336e-05
87,346.271,1.43244,0.82864,0.94805,0.91397,0.85362,0.91725,0.61489,1.48172,0.82839,0.97228,4.76849e-05,4.76849e-05,4.76849e-05
88,350.087,1.48879,0.88378,0.96158,0.94969,0.82248,0.91849,0.61634,1.48273,0.83643,0.97162,4.23077e-05,4.23077e-05,4.23077e-05
89,353.829,1.44035,0.85248,0.9575,0.9447,0.82101,0.91818,0.62032,1.4727,0.82867,0.96885,3.73072e-05,3.73072e-05,3.73072e-05
90,357.621,1.44513,0.84477,0.9501,0.94651,0.8142,0.92014,0.6242,1.4742,0.82234,0.96948,3.26883e-05,3.26883e-05,3.26883e-05
91,387.054,1.46415,0.92697,0.95806,0.9062,0.85518,0.9135,0.60801,1.50212,0.84338,0.97663,2.84557e-05,2.84557e-05,2.84557e-05
92,390.792,1.42873,0.87713,0.97633,0.91456,0.84517,0.90828,0.60573,1.50107,0.83932,0.978,2.46135e-05,2.46135e-05,2.46135e-05
93,394.507,1.43839,0.86884,0.97299,0.91972,0.8384,0.90979,0.61469,1.48872,0.83526,0.97663,2.11655e-05,2.11655e-05,2.11655e-05
94,398.215,1.41155,0.83082,0.97066,0.87945,0.84657,0.91164,0.6116,1.4872,0.83724,0.97793,1.81151e-05,1.81151e-05,1.81151e-05
95,401.906,1.4061,0.84622,0.96455,0.93068,0.82161,0.91279,0.60946,1.48795,0.83917,0.97858,1.54652e-05,1.54652e-05,1.54652e-05
96,405.625,1.39397,0.80981,0.95401,0.93207,0.82973,0.91023,0.61229,1.49522,0.84023,0.97969,1.32186e-05,1.32186e-05,1.32186e-05
97,409.366,1.40828,0.82432,0.96331,0.93271,0.83539,0.91103,0.61673,1.49644,0.84205,0.98011,1.13775e-05,1.13775e-05,1.13775e-05
98,413.082,1.41586,0.83823,0.96316,0.9222,0.84525,0.91213,0.61993,1.48988,0.84141,0.9783,9.94361e-06,9.94361e-06,9.94361e-06
99,416.814,1.41037,0.84121,0.95948,0.91897,0.84904,0.91202,0.61932,1.48717,0.84105,0.97667,8.91838e-06,8.91838e-06,8.91838e-06
100,420.537,1.39764,0.8139,0.96366,0.91105,0.84978,0.91239,0.61391,1.48666,0.84019,0.9764,8.30285e-06,8.30285e-06,8.30285e-06
