epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,2241.08,1.64899,1.57055,1.01788,0.92664,0.77282,0.83903,0.52226,1.61905,1.40727,1.03025,6.15539e-05,6.15539e-05,6.15539e-05
161,2259.75,1.477,1.36771,1.01871,0.93226,0.77613,0.84224,0.52229,1.61738,1.39744,1.03087,5.82306e-05,5.82306e-05,5.82306e-05
162,2272.47,1.59673,1.501,1.01688,0.91832,0.79147,0.84434,0.52258,1.62598,1.386,1.03475,5.50074e-05,5.50074e-05,5.50074e-05
163,2285.83,1.51848,1.426,1.00484,0.91191,0.79604,0.84453,0.51362,1.65957,1.41139,1.04334,5.18851e-05,5.18851e-05,5.18851e-05
164,2296.73,1.62088,1.51026,1.02612,0.9072,0.80184,0.84545,0.50533,1.62663,1.39713,1.03603,4.88645e-05,4.88645e-05,4.88645e-05
165,2313.94,1.52157,1.40871,0.98929,0.91139,0.80431,0.84592,0.50469,1.61464,1.38694,1.0321,4.59464e-05,4.59464e-05,4.59464e-05
166,2329.68,1.59927,1.5461,1.01849,0.91778,0.80331,0.84385,0.50132,1.63617,1.39801,1.03384,4.31318e-05,4.31318e-05,4.31318e-05
167,2349.93,1.55861,1.46387,1.00008,0.91539,0.8035,0.84415,0.50246,1.63928,1.39951,1.03445,4.04213e-05,4.04213e-05,4.04213e-05
168,2359.4,1.65473,1.60186,1.0031,0.91453,0.80276,0.84416,0.50952,1.6207,1.38597,1.03254,3.78156e-05,3.78156e-05,3.78156e-05
169,2371.64,1.52911,1.44631,0.98079,0.91512,0.80181,0.84318,0.5066,1.61655,1.38268,1.03221,3.53156e-05,3.53156e-05,3.53156e-05
170,2389.1,1.52159,1.44266,1.02057,0.90478,0.79924,0.83951,0.5047,1.62093,1.3918,1.03241,3.29218e-05,3.29218e-05,3.29218e-05
171,2400.71,1.46365,1.36056,0.98999,0.90683,0.80137,0.83991,0.50394,1.61722,1.38631,1.03159,3.0635e-05,3.0635e-05,3.0635e-05
172,2419.63,1.55183,1.4435,1.00638,0.90755,0.80827,0.84328,0.51633,1.61559,1.3851,1.03069,2.84557e-05,2.84557e-05,2.84557e-05
173,2427.51,1.5524,1.41146,0.9663,0.92399,0.79646,0.84704,0.51869,1.61128,1.38046,1.02927,2.63846e-05,2.63846e-05,2.63846e-05
174,2443.48,1.59248,1.52494,1.02846,0.91464,0.79909,0.84443,0.51423,1.6122,1.39238,1.02961,2.44222e-05,2.44222e-05,2.44222e-05
175,2452.47,1.53931,1.46002,0.99611,0.91831,0.79678,0.84359,0.51423,1.60722,1.38581,1.02845,2.2569e-05,2.2569e-05,2.2569e-05
176,2462.26,1.55067,1.45865,0.97783,0.92635,0.79534,0.84297,0.50947,1.59869,1.37757,1.02708,2.08256e-05,2.08256e-05,2.08256e-05
177,2474.14,1.55624,1.47016,0.98617,0.93077,0.79323,0.84339,0.50746,1.59531,1.37171,1.02652,1.91924e-05,1.91924e-05,1.91924e-05
